kvk,naam,boekjaar,accountant,sbi,plaats
66037344,Arles I B.V.,2016,Crowe Horwath Foederer,70221,
66037344,Arles I B.V.,2017,Crowe Horwath Foederer,70221,
53039807,Arterium International B.V.,2015,Crowe Horwath Foederer,6420,
53039807,Arterium International B.V.,2016,Crowe Horwath,6420,
53039807,Arterium International B.V.,2017,Crowe Foederer,,
34143988,Arup B.V.,2017,Crowe Horwath Peak,7112,
20094503,Astrata Europe B.V.,2016,Crowe Horwath,6420,
20094503,Astrata Europe B.V.,2017,Crowe Foederer,6420,
27284379,AtriCure Europe B.V.,2016,Crowe Horwath,46462,
34356984,Audio-Technica Europe Holding B.V.,2017,Crowe Horwath Peak,6420,
17112549,Auto Winters Beheer B.V.,2015,Crowe Horwath Foederer,6420,
17112549,Auto Winters Beheer B.V.,2016,Crowe Horwath Foederer,6420,
17202505,AW Group B.V.,2017,Crowe Foederer,6201,
17071183,Baetsen Containers B.V.,2017,Crowe Horwath,4941,
17084264,Baetsen Deelnemingen B.V.,2015,Crowe Horwath,6420,
17084264,Baetsen Deelnemingen B.V.,2016,Crowe Horwath,6420,
17084264,Baetsen Deelnemingen B.V.,2017,Crowe Horwath,6420,
17078781,Baetsen Recycling B.V.,2015,Crowe Horwath,3821,
17078781,Baetsen Recycling B.V.,2017,Crowe Horwath,3821,
10041307,Banken Champignons B.V.,2015,Crowe Horwath Peak,46311,
10041307,Banken Champignons B.V.,2016,Crowe Horwath Peak,46311,
09121982,Banken Champignons Groep B.V.,2015,Crowe Horwath Peak,6420,
09121982,Banken Champignons Groep B.V.,2016,Crowe Horwath,6420,
09121982,Banken Champignons Groep B.V.,2017,Crowe,6420,
09121982,Banken Champignons Groep B.V.,2017,Crowe Peak,6420,
55673538,Bassang N.V.,2015,Crowe Horwath,64301,
55673538,Bassang N.V.,2017,Crowe Horwath,64301,
24285020,Batt Cables the Netherlands,2017,Crowe,4652,
39054583,Beheer- en Beleggingsmaatschappij Renka B.V.,2015,Crowe Horwath Foederer,64210,
39054583,Beheer- en Beleggingsmaatschappij Renka B.V.,2016,Crowe Horwath,6420,
39054583,Beheer- en Beleggingsmaatschappij Renka B.V.,2017,Crowe Horwath,6420,
13002469,"Beheer-, Transport- en Exploitatiemaatschappij Jan Dohmen B.V.",2015,Crowe Horwath,6420,
13002469,"Beheer-, Transport- en Exploitatiemaatschappij Jan Dohmen B.V.",2016,Crowe Horwath,6420,
18030845,Beheermaatschappij Engels Tilburg B.V.,2015,Crowe Horwath Foederer,6420,
18030845,Beheermaatschappij Engels Tilburg B.V.,2016,Crowe Horwath,6420,
18030845,Beheermaatschappij Engels Tilburg B.V.,2017,Crowe Horwath,6420,
12033356,Belden Wire & Cable B.V.,2016,Crowe Horwath,2732,
12033356,Belden Wire & Cable B.V.,2017,Crowe Peak,2732,
17021256,Berkvens B.V.,2015,Crowe Horwath,46738,
17021256,Berkvens B.V.,2017,Crowe Horwath Foederer,46738,
17045881,Berkvens Deursystemen Productie B.V.,2017,Crowe Horwath,16231,
17146062,BM Holding B.V.,2015,Crowe Horwath Foederer,2599,
17146062,BM Holding B.V.,2016,Crowe Horwath,2599,
17146062,BM Holding B.V.,2017,Crowe,2599,
66441471,Boasso Global B.V.,2017,Crowe Peak,6420,
66445353,Boasso Global III B.V.,2017,Crowe Peak,6420,
29028001,Boogaerdt Beheer B.V.,2016,Crowe Horwath,6420,
29028001,Boogaerdt Beheer B.V.,2017,Crowe Horwath,6420,
17207689,Bouwbedrijf Gebr. van Gisbergen B.V.,2016,Crowe Horwath Foederer,4120,
17207689,Bouwbedrijf Gebr. van Gisbergen B.V.,2017,Crowe Horwath,4120,
39066734,Breemhaar Beheer B.V.,2015,Crowe Horwath Foederer,70102,
39066734,Breemhaar Beheer B.V.,2016,Crowe Horwath Foederer,70102,
39066734,Breemhaar Beheer B.V.,2017,Crowe Horwath Foederer,70102,
17129194,Bruns B.V.,2015,Crowe Horwath,8230,
17026999,Bruns International B.V.,2015,Crowe Horwath,6420,
17026999,Bruns International B.V.,2016,Crowe Horwath,6420,
17026999,Bruns International B.V.,2017,Crowe Horwath,6420,
17078800,Burgmans A.F. Beheer B.V.,2015,Crowe Horwath,6420,
17078800,Burgmans A.F. Beheer B.V.,2016,Crowe Horwath,6420,
56905831,C. van Heezik B.V.,2017,Crowe,4941,
56905831,C. van Heezik B.V.,2017,Crowe Foederer,49410,
20085386,CACI B.V.,2015,Crowe Horwath,6201,
20085386,CACI B.V.,2016,Crowe Horwath,6201,
33174560,Canal Bike B.V.,2015,Crowe Horwath,5030,
18069884,CBC Finance B.V.,2017,Crowe Peak,46435,
63758601,CBS Holding B.V.,2016,Crowe Peak,70101,
09078252,Centralpoint Nijmegen B.V.,2015,Crowe Horwath,4651,
09156772,Ceradis B.V.,2016,Crowe Horwath Foederer,72191,
08106435,Champion Technologies Russia & Caspian B.V.,2015,Crowe Horwath,3514,
60981695,Choice Hotels Licensing 2 B.V.,2015,Crowe Horwath,6420,
34135974,Choice Hotels Licensing B.V.,2015,Crowe Horwath,6420,
34135974,Choice Hotels Licensing B.V.,2016,Crowe Horwath,6420,
34135974,Choice Hotels Licensing B.V.,2017,Crowe,6420,
17084945,Circle Software Group B.V.,2015,Crowe Horwath,6201,
34381167,Clip Brokers B.V.,2015,Crowe Horwath Foederer,64301,
34381167,Clip Brokers B.V.,2016,Crowe Horwath,64301,
17213716,ColorMatrix Europe B.V.,2015,Crowe Horwath,46751,
11052604,Combi Beheer B.V.,2015,Crowe Horwath Foederer,64210,
11052604,Combi Beheer B.V.,2016,Crowe Horwath,64210,
11052604,Combi Beheer B.V.,2017,Crowe Horwath,6420,
10023736,Conpax Beheer B.V.,2015,Crowe Horwath,46696,
10023736,Conpax Beheer B.V.,2016,Crowe Horwath Foederer,46696,
11043361,Constar Betonwaren B.V.,2015,Crowe Horwath,23611,
30054572,Construction Machinery Bull-Track B.V.,2016,Crowe Horwath Peak,4663,
30054572,Construction Machinery Bull-Track B.V.,2016,Crowe Horwath,64210,
30054572,Construction Machinery Bull-Track B.V.,2017,Crowe Horwath,4663,
30054572,Construction Machinery Bull-Track B.V.,2017,Crowe Peak,64210,
30054572,Construction Machinery Bull-Track B.V.,2017,Crowe Horwath Peak,64210,
63996197,Conxillium Group B.V.,2015,Crowe Horwath,70101,
63996197,Conxillium Group B.V.,2016,Crowe Horwath,70101,
63996197,Conxillium Group B.V.,2017,Crowe Horwath,70101,
30146250,Corporate Value Associates Netherlands B.V.,2016,Crowe Foederer,64210,
30146250,Corporate Value Associates Netherlands B.V.,2017,Crowe Foederer,64210,
62105809,Covis Pharma B.V.,2017,Crowe Peak Audit,,
14092129,Coöperatieve Mosadex U.A.,2015,Crowe Horwath,70102,
14092129,Coöperatieve Mosadex U.A.,2016,Crowe Horwath Foederer,70102,
14092129,Coöperatieve Mosadex U.A.,2017,Crowe Horwath,70102,
64686388,Coöperatieve NavInfo U.A.,2016,Crowe Horwath Foederer,7320,
34347817,Coöperatieve Prometheus Group NLD U.A.,2017,Crowe Peak Audit,64210,
14106694,CSG Holding B.V.,2015,Crowe Horwath Foederer,6201,
13002937,Cuypers Beleggingen B.V.,2015,Crowe Horwath Foederer,6420,
13002937,Cuypers Beleggingen B.V.,2016,Crowe Horwath,6420,
30146250,CVA CEE B.V.,2015,Crowe Horwath,6420,
50380494,CYS Nederland B.V.,2015,Crowe Horwath Foederer,46462,
09039871,Dachser Netherlands B.V.,2015,Crowe Horwath Peak,4941,
53097297,Daptiv Solutions B.V.,2017,Crowe Horwath,6201,
17045211,Dataplus International B.V.,2015,Crowe Horwath,4651,
17045211,Dataplus International B.V.,2016,Crowe Horwath Foederer,4651,
17045211,Dataplus International B.V.,2017,Crowe Foederer,4651,
17045211,Dataplus International B.V.,2017,Crowe,4651,
17053719,Dataplus Netherlands B.V.,2016,Crowe Horwath,4651,
17238664,De Hoef Holding B.V.,2016,Crowe Horwath,6420,
17238664,De Hoef Holding B.V.,2017,Crowe Horwath Foederer,64210,
10034691,De Leeuwense Arend B.V.,2015,Crowe Horwath,70102,
16066649,Den Ouden Aannemingsbedrijf B.V.,2016,Crowe Horwath Foederer,4312,
16077045,Den Ouden Groenrecycling B.V.,2017,Crowe Horwath,3821,
17140690,Den Ouden Groep B.V.,2016,Crowe Horwath Foederer,6420,
16085715,Den Ouden Materieel B.V.,2016,Crowe Horwath,4312,
16085715,Den Ouden Materieel B.V.,2017,Crowe Horwath,4312,
27142635,Denys Engineers & Contractors B.V.,2017,Crowe Peak,41000,
51646153,DITCM Facilities,2017,Crowe Peak,,
27151166,Doan B.V.,2015,Crowe Horwath Foederer,6420,
18034178,E & A Diensten B.V.,2016,Crowe Horwath,78201,
18040486,E & A Logistiek B.V.,2015,Crowe Horwath Foederer,78202,
18040486,E & A Logistiek B.V.,2016,Crowe Horwath Foederer,78202,
18040486,E & A Logistiek B.V.,2017,Crowe Horwath,78202,
58188231,EHKO Automotive B.V.,2015,Crowe Horwath,45205,
58185801,EHKO Holding B.V.,2015,Crowe Horwath Peak,6420,
58185801,EHKO Holding B.V.,2016,Crowe Horwath,6420,
58185801,EHKO Holding B.V.,2016,Crowe Horwath Peak,6420,
17139994,Elco Netherlands B.V.,2016,Crowe Horwath,2612,
17139994,Elco Netherlands B.V.,2017,Crowe Horwath,2612,
17079254,Emes Beheer B.V.,2016,Crowe Horwath,6420,
17079254,Emes Beheer B.V.,2017,Crowe Horwath,6420,
57356130,Engels Group N.V.,2017,Crowe Horwath,6420,
17068569,Engels Logistiek B.V.,2016,Crowe Horwath,46691,
17068569,Engels Logistiek B.V.,2017,Crowe Horwath Foederer,46691,
55784666,EPI Zorg B.V.,2015,Crowe Horwath Foederer,86913,
55784666,EPI Zorg B.V.,2016,Crowe Horwath Foederer,86913,
55784666,EPI Zorg B.V.,2017,Crowe Horwath Foederer,86913,
51359650,European Foundation Group B.V.,2015,Crowe Horwath,6420,
51359650,European Foundation Group B.V.,2016,Crowe Horwath,6420,
10031031,Excluton B.V.,2016,Crowe Horwath,2369,
10031031,Excluton B.V.,2017,Crowe Horwath,2369,
10018264,Excluton Beheer B.V.,2015,Crowe Horwath Foederer,6420,
10018264,Excluton Beheer B.V.,2016,Crowe Horwath Foederer,6420,
10018264,Excluton Beheer B.V.,2017,Crowe Horwath,6420,
10018264,Excluton Beheer B.V.,2017,Crowe Horwath Foederer,6420,
09001382,Exerion Precision Technology Holding B.V.,2017,Crowe Horwath,6420,
17171800,F.P.F. Holding B.V.,2015,Crowe Horwath,70102,
17171800,F.P.F. Holding B.V.,2016,Crowe Horwath Foederer,70102,
17171800,F.P.F. Holding B.V.,2017,Crowe Horwath,70102,
33248341,Faco Beheer B.V.,2017,Crowe Horwath,6420,
35005048,Fam-Ru Holding B.V.,2016,Crowe Horwath Foederer,6420,
17044730,FBP Holding B.V.,2017,Crowe Horwath Foederer,6420,
65049896,FC Feeture B.V.,2016,Crowe Horwath,64923,
65049896,FC Feeture B.V.,2017,Crowe Horwath,64923,
52227936,FE Latin America B.V.,2016,Crowe Horwath,6420,
52227936,FE Latin America B.V.,2017,Crowe  Peak,64210,
55511783,Finles Global Opportunities Fund B.V.,2015,Crowe Horwath Foederer,64301,
30143997,Finles N.V.,2015,Crowe Horwath,64301,
30143997,Finles N.V.,2016,Crowe Horwath Foederer,64301,
30218971,Fletcher Hotels Holding B.V.,2015,Crowe Horwath,6832,
10023756,Fleuren Beheer B.V.,2015,Crowe Horwath Peak,70102,
10023756,Fleuren Beheer B.V.,2016,Crowe Horwath,70102,
10023756,Fleuren Beheer B.V.,2017,Crowe Peak,70102,
66648998,Flowfirm Group B.V.,2017,Crowe Foederer,6420,
34095568,Fly Bird Fly B.V.,2017,Crowe Horwath Foederer,64210,
17084497,Formula Air Group B.V.,2015,Crowe Horwath Foederer,64923,
17084497,Formula Air Group B.V.,2016,Crowe Horwath Foederer,64923,
17084497,Formula Air Group B.V.,2017,Crowe Horwath Foederer,64923,
24448104,Foundry Networks International Holding C.V.,2015,Crowe Horwath,6420,
24448104,Foundry Networks International Holding C.V.,2016,Crowe Horwath,6420,
14106278,FRABA B.V.,2017,Crowe,6420,
17102892,G.M. de Rooy & Zn. Internationaal Transportbedrijf Eindhoven B.V.,2015,Crowe Horwath Foederer,4941,
17102892,G.M. de Rooy & Zn. Internationaal Transportbedrijf Eindhoven B.V.,2017,Crowe Horwath,4941,
17077576,G.P. Roos Beheer B.V.,2015,Crowe Horwath,70102,
17077576,G.P. Roos Beheer B.V.,2016,Crowe Horwath,70102,
17077576,G.P. Roos Beheer B.V.,2017,Crowe Horwath,70102,
17274037,Gemeente Heeze-Leende,2017,Crowe Horwath Foederer,8412,
34256778,Global GSA Group B.V.,2015,Crowe Horwath,6420,
34256778,Global GSA Group B.V.,2017,Crowe Foederer,6420,
51338270,Global Offshore Services B.V.,2015,Crowe Horwath Peak,50201,
17189513,Gooskens Hout Groep B.V.,2015,Crowe Horwath Foederer,6420,
17189513,Gooskens Hout Groep B.V.,2016,Crowe Horwath,6420,
17189513,Gooskens Hout Groep B.V.,2017,Crowe,6420,
65053516,GP Global ARA B.V.,2017,Crowe Peak,46712,
20097776,Grass Valley Nederland B.V.,2015,Crowe Horwath Peak,2630,
20097776,Grass Valley Nederland B.V.,2016,Crowe Horwath,2630,
09044595,Groveko B.V.,2016,Crowe Horwath Foederer,46442,
17187780,GSE Holding B.V.,2016,Crowe Horwath Foederer,6420,
17110156,H.W. van den Heuvel Beheer B.V.,2015,Crowe Horwath Foederer,6420,
17110156,H.W. van den Heuvel Beheer B.V.,2016,Crowe Horwath Foederer,6420,
17110156,H.W. van den Heuvel Beheer B.V.,2017,Crowe Horwath,6420,
17110147,H.W. van den Heuvel Werk B.V.,2017,Crowe Horwath,53202,
14039487,Handelsonderneming Tehava B.V.,2017,Crowe Horwath,46491,
13024647,Hansen Dranken B.V.,2016,Crowe Horwath Foederer,4634,
12049750,Hansen Groep B.V.,2016,Crowe Horwath Foederer,6420,
13005915,Hansen Linne Beheer B.V.,2017,Crowe Foederer,64210,
24268839,Heat Exchanger Service B.V.,2015,Crowe Horwath,33121,
24268839,Heat Exchanger Service B.V.,2016,Crowe Horwath,33121,
14072065,Hekkert Automotive B.V.,2017,Crowe Horwath Foederer,6420,
12035212,Hela Thissen B.V.,2017,Crowe Horwath,4639,
17054933,Hems B.V.,2016,Crowe Horwath,1013,
17054933,Hems B.V.,2017,Crowe Horwath,1013,
14060533,Henedex B.V.,2017,Crowe Horwath,6420,
01060556,Henstra Beheer Drogeham B.V.,2017,Crowe,6420,
37105426,Hi-Tech Coatings International B.V.,2015,Crowe Horwath,46732,
37105426,Hi-Tech Coatings International B.V.,2016,Crowe Horwath,46732,
37105426,Hi-Tech Coatings International B.V.,2017,Crowe Horwath,46732,
30245210,Hint B.V.,2015,Crowe Horwath,6420,
30245210,Hint B.V.,2017,Crowe Horwath Peak,6420,
13033889,Holbox B.V.,2016,Crowe Horwath,17211,
13033889,Holbox B.V.,2017,Crowe Foederer,17211,
13033889,Holbox B.V.,2017,Crowe Horwath,17211,
17028347,Holdingmaatschappij Roffelsen B.V.,2016,Crowe Horwath,6420,
68905238,Holland Industrial Construction Systems Coöperatief U.A.,2017,Crowe Horwath,6420,
08059510,Holland Pharma Exploitatie B.V.,2016,Crowe Horwath Foederer,46461,
08059510,Holland Pharma Exploitatie B.V.,2017,Crowe Horwath,46461,
56916078,Hotel Uden-Veghel Holding B.V.,2017,Crowe Horwath Foederer,6420,
65622448,Hotel Zaltbommel Holding B.V.,2017,Crowe Horwath,6420,
29031117,Houthandel Boogaerdt B.V.,2017,Crowe Horwath,46731,
17102519,Hurks groep B.V.,2016,Crowe Horwath Foederer,6420,
17102519,Hurks groep B.V.,2017,Crowe Horwath Foederer,6420,
17102519,Hurks groep B.V.,2017,Crowe Horwath,6420,
11027337,Hyline B.V.,2017,Crowe Foederer,2511,
17228944,Imbricatum B.V.,2017,Crowe Horwath,6420,
27261487,Impegno Begeleiding B.V.,2015,Crowe Horwath,86222,
27261487,Impegno Begeleiding B.V.,2016,Crowe Horwath Foederer,86222,
62028707,Impegno GGZ B.V.,2015,Crowe Horwath,86222,
62028707,Impegno GGZ B.V.,2016,Crowe Horwath Foederer,86222,
64625028,Impegno Jeugd & Gezin B.V.,2016,Crowe Horwath Foederer,87901,
34099275,Impegno Nederland B.V.,2015,Crowe Horwath,86104,
34099275,Impegno Nederland B.V.,2016,Crowe Horwath Foederer,86104,
34099275,Impegno Nederland B.V.,2017,Crowe Horwath Foederer,86104,
04028708,Industry International B.V.,2015,Crowe Horwath,70102,
04028708,Industry International B.V.,2016,Crowe Horwath,70102,
04028708,Industry International B.V.,2017,Crowe Horwath,70102,
09092530,Inkassier B.V.,2017,Crowe Peak,69104,
17091601,Insem Colen Holding B.V.,2015,Crowe Horwath,64923,
17091601,Insem Colen Holding B.V.,2016,Crowe Horwath Foederer,64923,
17091601,Insem Colen Holding B.V.,2017,Crowe Horwath Foederer,64923,
12024422,Interchemie Werken 'De Adelaar' B.V.,2015,Crowe Horwath Foederer,2120,
12024422,Interchemie Werken 'De Adelaar' B.V.,2016,Crowe Horwath,2120,
12024422,Interchemie Werken 'De Adelaar' B.V.,2017,Crowe Foederer,2120,
13029899,Internationaal Transportbedrijf Jan Dohmen B.V.,2015,Crowe Horwath,4941,
13029899,Internationaal Transportbedrijf Jan Dohmen B.V.,2016,Crowe Horwath,4941,
13029899,Internationaal Transportbedrijf Jan Dohmen B.V.,2017,Crowe Horwath Foederer,4941,
63419246,International Grains Silos B.V.,2016,Crowe Horwath / Mazars,52109,
34317690,Inteva Products Holding Coöperatieve U.A.,2015,Crowe Horwath,64923,
34317690,Inteva Products Holding Coöperatieve U.A.,2016,Crowe Horwath,64923,
24252684,It's The Business Holding B.V.,2015,Crowe Horwath Peak,6420,
17192936,Itility B.V.,2015,Crowe Horwath Foederer,6201,
17192936,Itility B.V.,2016,Crowe Horwath Foederer,6201,
17192936,Itility B.V.,2017,Crowe Horwath Foederer,6201,
17261519,Itility Beheer B.V.,2016,Crowe Horwath Foederer,6201,
17261519,Itility Beheer B.V.,2017,Crowe Horwath Foederer,6201,
10016643,J. Bongers Drankengroothandel B.V.,2015,Crowe Horwath,4634,
17091599,J. Colen Inch B.V.,2015,Crowe Horwath,64923,
17091599,J. Colen Inch B.V.,2016,Crowe Horwath,64923,
17091599,J. Colen Inch B.V.,2017,Crowe Horwath Foederer,64923,
24238639,J. de Jonge Beheer B.V.,2015,Crowe Horwath,6420,
24238639,J. de Jonge Beheer B.V.,2016,Crowe Horwath,6420,
24181046,J. de Jonge Flowsystems B.V.,2015,Crowe Horwath Peak,46691,
66984041,J. de Jonge Group B.V.,2016,Crowe Horwath Peak,70102,
66984041,J. de Jonge Group B.V.,2017,Crowe Horwath Peak,70102,
66984041,J. de Jonge Group B.V.,2017,Crowe Horwath,70102,
66988632,J. de Jonge Mechanical B.V.,2017,Crowe Horwath,2899,
16038159,J. van Esch B.V.,2015,Crowe Horwath Foederer,8130,
16038159,J. van Esch B.V.,2016,Crowe Horwath,8130,
17062299,J.A. Raymakers Beheer B.V.,2015,Crowe Horwath Foederer,6420,
17062299,J.A. Raymakers Beheer B.V.,2016,Crowe Horwath,6420,
17062299,J.A. Raymakers Beheer B.V.,2017,Crowe Horwath,6420,
13028999,J.E. Penders Orthopedie B.V.,2015,Crowe Horwath,6420,
17102890,J.H.C. de Rooy Holding B.V.,2016,Crowe Horwath Foederer,6420,
17102890,J.H.C. de Rooy Holding B.V.,2017,Crowe Horwath,6420,
10143710,Jabo Pensioen B.V.,2015,Crowe Horwath,64303,
17114110,Jan Burgmans Beheer B.V.,2016,Crowe Horwath Foederer,6420,
17114110,Jan Burgmans Beheer B.V.,2017,Crowe Horwath Foederer,64210,
34192085,Jinc,2017,Crowe Horwath Foederer,88992,
34192085,Jinc.,2016,Crowe Horwath Foederer,88993,
13040369,Jos Menten Metaalrecycling B.V.,2015,Crowe Horwath Foederer,46772,
13040369,Jos Menten Metaalrecycling B.V.,2016,Crowe Horwath Foederer,46772,
13040369,Jos Menten Metaalrecycling B.V.,2017,Crowe Horwath Foederer,46772,
13040367,Jos Menten Vastgoed B.V.,2015,Crowe Horwath Foederer,6832,
13040367,Jos Menten Vastgoed B.V.,2017,Crowe Horwath Foederer,6832,
39046645,K & A Gevelgroep B.V.,2016,Crowe Horwath,6420,
17136153,K. Oubaha Holding B.V.,2017,Crowe Horwath,6420,
09121836,Ketelhuis Investment B.V.,2015,Crowe Horwath,70102,
09121836,Ketelhuis Investment B.V.,2016,Crowe Horwath,70102,
09164288,Kion Holding B.V.,2015,Crowe Horwath,6420,
09166969,KION Kinderopvang B.V.,2015,Crowe Horwath Peak,8891,
17042050,KLG Europe Eersel B.V.,2015,Crowe Horwath,4941,
17042050,KLG Europe Eersel B.V.,2016,Crowe Horwath,4941,
17070277,KLG Europe Holding B.V.,2015,Crowe Horwath Foederer,4941,
17070277,KLG Europe Holding B.V.,2016,Crowe Horwath Foederer,4941,
17070277,KLG Europe Holding B.V.,2017,Crowe Horwath,4941,
12017610,KLG Europe Venlo B.V.,2015,Crowe Horwath Foederer,4941,
12017610,KLG Europe Venlo B.V.,2017,Crowe Horwath,4941,
11056828,Klok Bouw B.V.,2015,Crowe Horwath Peak,4120,
61104884,KlokGroep Bouw & Ontwikkeling B.V.,2015,Crowe Horwath,6420,
61104884,KlokGroep Bouw & Ontwikkeling B.V.,2016,Crowe Horwath Peak,6420,
61104884,KlokGroep Bouw & Ontwikkeling B.V.,2017,Crowe Horwath Peak,6420,
57880875,KlokGroep Wonen B.V.,2016,Crowe Horwath,4110,
57880875,KlokGroep Wonen B.V.,2017,Crowe Horwath,4110,
10025990,KlokHolding B.V.,2015,Crowe Horwath,64923,
10025990,KlokHolding B.V.,2016,Crowe Horwath,64923,
10025990,KlokHolding B.V.,2017,Crowe Horwath,64923,
10143514,KlokOntwikkeling B.V.,2016,Crowe Horwath Peak,4110,
06059332,Klüh Service Management Nederland B.V.,2015,Crowe Horwath Foederer,8121,
06059332,Klüh Service Management Nederland B.V.,2016,Crowe Horwath Foederer,8121,
06059332,Klüh Service Management Nederland B.V.,2017,Crowe Horwath,8121,
39032111,Knipscheer Holding B.V.,2015,Crowe Horwath Foederer,64210,
39032111,Knipscheer Holding B.V.,2016,Crowe Horwath Foederer,6420,
39032111,Knipscheer Holding B.V.,2017,Crowe Horwath Foederer,6420,
39032111,Knipscheer Holding B.V.,2017,Crowe Horwath,6420,
39017229,Knipscheer Infrastructuur B.V.,2015,Crowe Horwath Foederer,42111,
39017229,Knipscheer Infrastructuur B.V.,2016,Crowe Horwath,42111,
39017229,Knipscheer Infrastructuur B.V.,2017,Crowe Horwath Foederer,42111,
39017229,Knipscheer Infrastructuur B.V.,2017,Crowe Horwath,42111,
17263981,KSE Process Technology B.V.,2015,Crowe Horwath,2790,
17263981,KSE Process Technology B.V.,2016,Crowe Horwath Foederer,2790,
17263981,KSE Process Technology B.V.,2017,Crowe,2790,
18117869,Kwetters Holding B.V.,2017,Crowe Foederer,70102,
67438873,L. Theuws Beheer B.V.,2017,Crowe Foederer,70102,
17129372,Lande Beheer B.V.,2017,Crowe Horwath Foederer,6420,
17071474,Lande Holding B.V.,2016,Crowe Horwath,6420,
17094028,Lankveld Holding B.V.,2015,Crowe Horwath,6420,
17094028,Lankveld Holding B.V.,2016,Crowe Horwath Foederer,6420,
17084901,Leeuwerik Groep B.V.,2016,Crowe Horwath,6420,
17084901,Leeuwerik Groep B.V.,2017,Crowe,6420,
17046857,Leeuwerik Plaat B.V.,2015,Crowe Horwath Foederer,46731,
17046857,Leeuwerik Plaat B.V.,2016,Crowe Horwath Foederer,46731,
52688550,Leven & Zorg B.V.,2015,Crowe Horwath Foederer,88101,
50095226,Lintjeshof Holding B.V.,2015,Crowe Horwath,64210,
50095226,Lintjeshof Holding B.V.,2016,Crowe Horwath,6420,
