kvk,naam,boekjaar,accountant,sbi,plaats
37142790,Alkmaar Centrum,2020,Crowe Peak,91111,
85852066,Alliance Marine Netherlands B.V.,2022,Crowe Peak,64210,
17140703,Allion B.V.,2024,Crowe Foederer,32502,
17140703,Allion B.V.,2025,Crowe Foederer,32502,
50150804,Alpha Industries B.V.,2020,Crowe Peak,64210,
50150804,Alpha Industries B.V.,2021,Crowe Peak,64210,
50150804,Alpha Industries B.V.,2023,Crowe Peak,64210,
28100038,Alpha Wax,2020,Crowe Peak,46851,
28100038,Alpha Wax,2022,Crowe Peak,46851,
28100038,Alpha Wax,2024,Crowe Peak,46851,
09085944,ALSO Nederland B.V.,2019,Crowe Peak,46500,
30118457,ALSO Nederland B.V.,2019,Crowe Peak,,
30118457,ALSO Nederland B.V.,2020,Crowe Peak,,
09085944,ALSO Nederland B.V.,2020,Crowe Peak,46500,
30118457,ALSO Nederland B.V.,2021,Crowe Peak,,
09085944,ALSO Nederland B.V.,2021,Crowe Peak,46500,
09085944,ALSO Nederland B.V.,2022,Crowe Peak,46500,
09085944,ALSO Nederland B.V.,2023,Crowe Peak,46500,
09085944,ALSO Nederland B.V.,2024,Crowe Peak,46500,
24310793,Altavia Unite B.V.,2022,Crowe Peak,74990,
24310793,Altavia Unite B.V.,2024,Crowe Peak,74990,
24395777,Altavia Unite Netherlands B.V.,2020,"Cabinet ANGELI, Deloitte, CROWE HAF",,
67245722,Amasus Hybrid Partners B.V.,2023,Crowe Foederer,64210,
34278390,Ambitious People Group B.V.,2021,Crowe Foederer,64210,
61190128,AMG-GTO B.V.,2019,Crowe Foederer,64210,
34311673,Amoria Bond B.V.,2020,Crowe Foederer,78202,
37062342,Ampere Holding B.V.,2019,Crowe Foederer,64210,
37062342,Ampere Holding B.V.,2020,Crowe Foederer,64210,
37062342,Ampere Holding B.V.,2021,Crowe Foederer,64210,
37062342,Ampere Holding B.V.,2022,Crowe Foederer,64210,
37062342,Ampere Holding B.V.,2023,Crowe Foederer,64210,
37062342,Ampere Holding B.V.,2024,Crowe Foederer,64210,
37062342,Ampere Holding B.V.,2025,Crowe Foederer,64210,
34295490,Amsted Rail - EPK Bearing B.V.,2019,Crowe Peak,64210,
67207405,Amsterdam Scrap Terminal B.V.,2019,Crowe Peak,38210,
67207405,Amsterdam Scrap Terminal B.V.,2021,Crowe Peak,38210,
67207405,Amsterdam Scrap Terminal B.V.,2022,Crowe Peak,38210,
67207405,Amsterdam Scrap Terminal B.V.,2023,Crowe Peak,38210,
67207405,Amsterdam Scrap Terminal B.V.,2024,Crowe Peak,38210,
17149791,Angro B.V.,2019,Crowe Foederer,46423,
17149791,Angro B.V.,2020,Crowe Foederer,46423,
17149791,Angro B.V.,2022,Crowe Foederer,46423,
16077264,Angro Holding B.V.,2019,Crowe Foederer,64210,
16077264,Angro Holding B.V.,2020,Crowe Foederer,64210,
16077264,Angro Holding B.V.,2021,Crowe Foederer,64210,
16077264,Angro Holding B.V.,2022,Crowe Foederer,64210,
16077264,Angro Holding B.V.,2023,Crowe Foederer,64210,
16077264,Angro Holding B.V.,2024,Crowe Foederer,64210,
17149789,Angro Retail B.V.,2019,Crowe Foederer,46423,
17149789,Angro Retail B.V.,2020,Crowe Foederer,46423,
17149789,Angro Retail B.V.,2023,Crowe Foederer,46423,
17102886,Ankagero Holding B.V.,2019,Crowe Foederer,,
17102886,Ankagero Holding B.V.,2020,Crowe Foederer,,
17102886,Ankagero Holding B.V.,2021,Crowe Foederer,,
17102886,Ankagero Holding B.V.,2022,Crowe Foederer,,
17102886,Ankagero Holding B.V.,2023,Crowe Foederer,,
17102886,Ankagero Holding B.V.,2024,Crowe Foederer,,
16033415,Anova Holding B.V.,2019,Crowe Foederer,64210,
16033415,Anova Holding B.V.,2020,Crowe Foederer,64210,
16033415,Anova Holding B.V.,2021,Crowe Foederer,64210,
16033415,Anova Holding B.V.,2022,Crowe Foederer,64210,
16033415,Anova Holding B.V.,2023,Crowe Foederer,64210,
16074253,Anova Seafood B.V.,2020,Crowe Foederer,46390,
16074253,Anova Seafood B.V.,2022,Crowe Foederer,46390,
16074253,Anova Seafood B.V.,2023,Crowe Foederer,46390,
72111178,Antonius Shapes B.V.,2021,Crowe Foederer,64210,
24315271,APL Logistics Europe B.V.,2022,Crowe Peak,52310,
24315271,APL Logistics Europe B.V.,2023,Crowe Peak,52310,
86714996,Apotheek Combinatie Nederland B.V.,2022,Crowe Foederer,64210,
86714996,Apotheek Combinatie Nederland B.V.,2023,Crowe Foederer,64210,
86714996,Apotheek Combinatie Nederland B.V.,2024,Crowe Foederer,64210,
14072521,Apotheek Voorzorg B.V.,2019,Crowe Foederer,47730,
14072521,Apotheek Voorzorg B.V.,2020,Crowe Foederer,47730,
14072521,Apotheek Voorzorg B.V.,2021,Crowe Foederer,47730,
14072521,Apotheek Voorzorg B.V.,2022,Crowe Foederer,47730,
14072521,Apotheek Voorzorg B.V.,2024,Crowe Foederer,47730,
34132685,ApotheekZorg Hulpmiddelen,2019,Crowe Foederer,47730,
34132685,ApotheekZorg Hulpmiddelen,2020,Crowe Foederer,47730,
34132685,ApotheekZorg Hulpmiddelen,2022,Crowe Foederer,47730,
34132685,ApotheekZorg Hulpmiddelen,2023,Crowe Foederer,47730,
24051923,Applus Netherlands B.V.,2022,Crowe Peak,71202,
24051923,Applus Netherlands B.V.,2023,Crowe Peak,71202,
24051923,Applus Netherlands B.V.,2024,Crowe Peak,71202,
17210403,Archipel Rinette,2019,Crowe Foederer,86942,
17210403,Archipel Rinette,2020,Crowe Foederer,86942,
17210403,Archipel Rinette,2021,Crowe Foederer,86942,
17210403,Archipel Rinette,2022,Crowe Foederer,86942,
17210403,Archipel Rinette,2023,Crowe Foederer,86942,
17210403,Archipel Rinette,2024,Crowe Foederer,86942,
17210403,Archipel Rinette,2025,Crowe Foederer,86942,
60883626,Archipel Thuis B.V.,2023,Crowe Foederer,86942,
60883626,Archipel Thuis B.V.,2024,Crowe Foederer,86942,
60883626,Archipel Thuis B.V.,2025,Crowe Foederer,86942,
69014280,Ardmac B.V.,2020,Crowe Foederer,41000,
66037344,Arles I B.V.,2020,Crowe Foederer,70201,
34143988,Arup B.V.,2020,Crowe Peak,71120,
34143988,Arup B.V.,2021,Crowe Peak,71120,
34143988,Arup B.V.,2022,Crowe Peak,71120,
34143988,Arup B.V.,2024,Crowe Peak,71120,
34143988,Arup B.V.,2025,Crowe Peak,71120,
14027465,ASF Holding B.V.,2023,Crowe Foederer,64210,
14027465,ASF Holding B.V.,2024,Crowe Foederer,64210,
59618329,ASF Holland B.V.,2024,Crowe Foederer,46311,
87450909,Atalenta Kinderopvang B.V.,2023,Crowe Foederer,88910,
87450909,Atalenta Kinderopvang B.V.,2024,Crowe Foederer,88910,
87450909,Atalenta Kinderopvang B.V.,2025,Crowe Foederer,88910,
27284379,AtriCure Europe B.V.,2019,Crowe Foederer,46462,
27284379,AtriCure Europe B.V.,2020,Crowe Foederer,46462,
27284379,AtriCure Europe B.V.,2023,Crowe Foederer,46462,
27284379,AtriCure Europe B.V.,2024,Crowe Foederer,46462,
34356984,Audio-Technica Europe Holding B.V.,2020,Crowe Peak Audit,64210,
34356984,Audio-Technica Europe Holding B.V.,2021,Crowe Peak,64210,
34356984,Audio-Technica Europe Holding B.V.,2025,Crowe Peak,64210,
32030582,Aurobindo Pharma B.V.,2023,Crowe Peak,46461,
32030582,Aurobindo Pharma B.V.,2024,Crowe Peak,46461,
84989815,Auto Polop B.V.,2024,Crowe Foederer,64210,
17112549,Auto Winters Beheer B.V.,2020,Crowe Foederer,64210,
17092712,Autobedrijf Winters B.V.,2023,Crowe Foederer,47810,
65923219,Avania Group B.V.,2019,Crowe Peak,70202,
65923219,Avania Group B.V.,2019,Crowe Peak Audit,70202,
34246357,Avient Colorants Netherlands B.V.,2020,Crowe Foederer,46851,
64766950,Avri,2020,Crowe Foederer,84110,
64766950,Avri,2021,Crowe Foederer,84110,
64766950,Avri,2023,Crowe Foederer,84110,
64766950,Avri,2025,Crowe Foederer,84110,
17202505,AW Group B.V.,2019,Crowe Foederer,64210,
17202505,AW Group B.V.,2020,Crowe Foederer,64210,
17202505,AW Group B.V.,2021,Crowe Foederer,64210,
17202505,AW Group B.V.,2022,Crowe Foederer,64210,
30229933,B+B Vakmedianet B.V.,2022,Crowe Peak,70201,
30229933,B+B Vakmedianet B.V.,2023,Crowe Peak,70201,
58780688,B+B Vakmedianet Groep B.V.,2024,Crowe Peak,70102,
12015167,"B.V. Nederlandse Instrumenten Compagnie ""Nedinsco""",2022,Crowe Foederer,26700,
12015167,"B.V. Nederlandse Instrumenten Compagnie ""Nedinsco""",2023,Crowe Foederer,26700,
12015167,"B.V. Nederlandse Instrumenten Compagnie ""Nedinsco""",2024,Crowe Foederer,26700,
12015167,"B.V. Nederlandse Instrumenten Compagnie ""Nedinsco""",2025,Crowe Foederer,26700,
09054346,Baader Food Systems Netherlands B.V.,2020,Crowe Peak,28930,
09054346,Baader Food Systems Netherlands B.V.,2021,Crowe Peak,28930,
09054346,Baader Food Systems Netherlands B.V.,2022,Crowe Peak,28930,
09054346,Baader Food Systems Netherlands B.V.,2023,Crowe Peak,28930,
17084264,Baetsen Deelnemingen B.V.,2019,Crowe Foederer,64210,
17084264,Baetsen Deelnemingen B.V.,2020,Crowe Foederer,64210,
17084264,Baetsen Deelnemingen B.V.,2021,Crowe Foederer,64210,
17084264,Baetsen Deelnemingen B.V.,2022,Crowe Foederer,64210,
17084264,Baetsen Deelnemingen B.V.,2023,Crowe Foederer,64210,
17084264,Baetsen Deelnemingen B.V.,2024,Crowe Foederer,64210,
12029369,Bakeplus Holding B.V.,2019,Crowe Foederer,64210,
12029369,Bakeplus Holding B.V.,2020,Crowe Foederer,64210,
12029369,Bakeplus Holding B.V.,2021,Crowe Foederer,64210,
12029369,Bakeplus Holding B.V.,2022,Crowe Foederer,64210,
12029369,Bakeplus Holding B.V.,2023,Crowe Foederer,64210,
27158745,Bakker Van Maanen B.V.,2019,Crowe Peak,10720,
27158745,Bakker Van Maanen B.V.,2020,Crowe Peak,10720,
28061236,Bakker Van Maanen Productie B.V.,2019,Crowe Peak,10710,
28061236,Bakker Van Maanen Productie B.V.,2020,Crowe Peak,10710,
59601868,Bakkers Brigade B.V.,2019,Crowe Peak,10710,
59601868,Bakkers Brigade B.V.,2020,Crowe Peak,10710,
59601868,Bakkers Brigade B.V.,2021,Crowe Peak,10710,
59601868,Bakkers Brigade B.V.,2022,Crowe Peak,10710,
59601868,Bakkers Brigade B.V.,2023,Crowe Peak,10710,
57910960,BALR B.V.,2019,Crowe Peak,47713,
57910960,BALR B.V.,2020,Crowe Peak,47713,
57910960,BALR B.V.,2021,Crowe Peak,47713,
57910960,BALR B.V.,2023,Crowe Peak,47713,
17063838,Ban Bouw Holding B.V.,2019,Crowe Foederer,64210,
17063838,Ban Bouw Holding B.V.,2020,Crowe Foederer,64210,
17063838,Ban Bouw Holding B.V.,2022,Crowe Foederer,64210,
17063838,Ban Bouw Holding B.V.,2023,Crowe Foederer,64210,
17063838,Ban Bouw Holding B.V.,2024,Crowe Foederer,64210,
17098641,BanBouw,2019,Crowe Foederer,41000,
17098641,BanBouw,2020,Crowe Foederer,41000,
17098641,BanBouw,2021,Crowe Foederer,41000,
17098641,BanBouw,2022,Crowe Foederer,41000,
17098641,BanBouw,2024,Crowe Foederer,41000,
10041307,Banken Champignons B.V.,2019,Crowe Peak,46311,
10041307,Banken Champignons B.V.,2020,Crowe Peak,46311,
10041307,Banken Champignons B.V.,2022,Crowe Peak,46311,
10041307,Banken Champignons B.V.,2024,Crowe Peak,46311,
09121982,Banken Champignons Groep B.V.,2019,Crowe Peak,64210,
09121982,Banken Champignons Groep B.V.,2020,Crowe Peak,64210,
09121982,Banken Champignons Groep B.V.,2022,Crowe Peak,64210,
09121982,Banken Champignons Groep B.V.,2023,Crowe Peak,64210,
09121982,Banken Champignons Groep B.V.,2024,Crowe Peak,64210,
41066900,Basisschool de Neerakker,2023,Crowe Foederer,85201,
41066900,Basisschool de Neerakker,2024,Crowe Foederer,85201,
41066900,Basisschool de Neerakker,2025,Crowe Foederer,85201,
39054583,Beheer- en Beleggingsmaatschappij Renka B.V.,2020,Crowe Foederer,64210,
39054583,Beheer- en Beleggingsmaatschappij Renka B.V.,2021,Crowe Foederer,64210,
39054583,Beheer- en Beleggingsmaatschappij Renka B.V.,2022,Crowe Foederer,64210,
39054583,Beheer- en Beleggingsmaatschappij Renka B.V.,2023,Crowe Foederer,64210,
18030845,Beheermaatschappij Engels Tilburg B.V.,2019,Crowe Foederer,64210,
12049313,Belden CDT European Shared Services B.V.,2019,Crowe Peak,64210,
82538107,Benelux Budget Hotel Holding (BBHH) B.V.,2022,Crowe,64210,
82538107,Benelux Budget Hotel Holding (BBHH) B.V.,2023,Crowe Foederer,64210,
82538107,Benelux Budget Hotel Holding (BBHH) B.V.,2024,Crowe Foederer,64210,
17021256,Berkvens B.V.,2020,Crowe Foederer,46838,
17021256,Berkvens B.V.,2021,Crowe Foederer,46838,
17021256,Berkvens B.V.,2022,Crowe Foederer,46838,
17021256,Berkvens B.V.,2023,Crowe Foederer,46838,
17021256,Berkvens B.V.,2024,Crowe Foederer,46838,
17011470,Berkvens Beheer B.V.,2023,Crowe Foederer,64210,
17011470,Berkvens Beheer B.V.,2024,Crowe Foederer,64210,
17045881,Berkvens Deursystemen,2021,Crowe Foederer,16250,
17045881,Berkvens Deursystemen,2023,Crowe Foederer,16250,
34306603,Beurs van Berlage Exploitatie B.V.,2023,Crowe Foederer,82300,
34306603,Beurs van Berlage Exploitatie B.V.,2024,Crowe Foederer,82300,
75762412,BFG NL B.V.,2023,Crowe Foederer,70101,
28114303,BioMarin Nederland B.V.,2024,Crowe Peak,74990,
30170649,Blackboard International B.V.,2021,Crowe Peak,73200,
23054829,BluJay Solutions B.V.,2022,Crowe Peak,62100,
23054829,BluJay Solutions B.V.,2023,Crowe Peak,62100,
17146062,BM Holding B.V.,2019,Crowe Foederer,25990,
17146062,BM Holding B.V.,2020,Crowe Foederer,25990,
17146062,BM Holding B.V.,2021,Crowe Foederer,25990,
17146062,BM Holding B.V.,2022,Crowe Foederer,25990,
17146062,BM Holding B.V.,2023,Crowe Foederer,25990,
17146062,BM Holding B.V.,2024,Crowe Foederer,25990,
17146062,BM Holding B.V.,2025,Crowe Foederer,25990,
11043988,Bommelerwijs,2023,Crowe Foederer,85201,
11043988,Bommelerwijs,2024,Crowe Foederer,85201,
11043988,Bommelerwijs,2025,Crowe Foederer,85201,
29028001,Boogaerdt Beheer B.V.,2019,Crowe Peak,64210,
29028001,Boogaerdt Beheer B.V.,2020,Crowe Peak,64210,
29028001,Boogaerdt Beheer B.V.,2023,Crowe Peak,64210,
17064618,Bots Bouwgroep,2019,Crowe Foederer,41000,
17064618,Bots Bouwgroep,2022,Crowe Foederer,41000,
17064618,Bots Bouwgroep,2023,Crowe Foederer,41000,
17207689,Bouwbedrijf Gebr. van Gisbergen B.V.,2019,Crowe Foederer,41000,
17207689,Bouwbedrijf Gebr. van Gisbergen B.V.,2020,Crowe Foederer,41000,
17207689,Bouwbedrijf Gebr. van Gisbergen B.V.,2022,Crowe Foederer,41000,
17207689,Bouwbedrijf Gebr. van Gisbergen B.V.,2023,Crowe Foederer,41000,
16044245,Bouwbedrijf Van Grunsven B.V.,2023,Crowe Foederer,41000,
16044245,Bouwbedrijf Van Grunsven B.V.,2024,Crowe Foederer,41000,
17044165,Bouwbedrijf van Montfort B.V.,2020,Crowe Foederer,41000,
17044165,Bouwbedrijf van Montfort B.V.,2021,Crowe Foederer,41000,
17044165,Bouwbedrijf van Montfort B.V.,2022,Crowe Foederer,41000,
17044165,Bouwbedrijf van Montfort B.V.,2024,Crowe Foederer,41000,
17051095,Brainport Development N.V.,2022,Crowe Foederer,70202,
17051095,Brainport Development N.V.,2023,Crowe Foederer,70202,
17051095,Brainport Development N.V.,2024,Crowe Foederer,70202,
39066734,Breemhaar Beheer B.V.,2019,Crowe Foederer,70102,
39066734,Breemhaar Beheer B.V.,2020,Crowe Foederer,70102,
39066734,Breemhaar Beheer B.V.,2021,Crowe Foederer,70102,
39066734,Breemhaar Beheer B.V.,2022,Crowe Foederer,70102,
39066734,Breemhaar Beheer B.V.,2023,Crowe Foederer,70102,
39066734,Breemhaar Beheer B.V.,2024,Crowe Foederer,70102,
17129194,Bruns B.V.,2020,Crowe Foederer,82300,
17129194,Bruns B.V.,2022,Crowe Foederer,82300,
17129194,Bruns B.V.,2023,Crowe Foederer,82300,
17129194,Bruns B.V.,2024,Crowe Foederer,82300,
17026999,Bruns International B.V.,2020,Crowe Foederer,64210,
17026999,Bruns International B.V.,2022,Crowe Foederer,64210,
17026999,Bruns International B.V.,2024,Crowe Foederer,64210,
17078800,Burgmans A.F.P. Beheer B.V.,2019,Crowe Foederer,64210,
51612860,Buro Andersom B.V.,2021,Crowe Contour,88103,
81245564,Buro Andersom Wonen B.V.,2022,Crowe Foederer,88103,
81245564,Buro Andersom Wonen B.V.,2023,Crowe Foederer,88103,
14130072,Buro Andersom Zorg B.V.,2022,Crowe Foederer,88103,
14130072,Buro Andersom Zorg B.V.,2023,Crowe Foederer,88103,
24075224,Buva Rationele Bouwprodukten B.V.,2019,Crowe Foederer,46841,
24075224,Buva Rationele Bouwprodukten B.V.,2020,Crowe Foederer,46841,
24075224,Buva Rationele Bouwprodukten B.V.,2021,Crowe Foederer,46841,
24075224,Buva Rationele Bouwprodukten B.V.,2023,Crowe Foederer,46841,
24075224,Buva Rationele Bouwprodukten B.V.,2024,Crowe Foederer,46841,
84655305,BW Offshore GDM B.V.,2022,Crowe Peak,,
34304045,BW Offshore Netherlands B.V.,2020,Crowe Peak,64210,
56905831,C. van Heezik B.V.,2020,Crowe Foederer,49410,
56905831,C. van Heezik B.V.,2021,Crowe Foederer,49410,
56905831,C. van Heezik B.V.,2022,Crowe Foederer,49410,
30112610,C. van Heezik Vrieslogistiek,2020,Crowe Foederer,52109,
27353276,C.J. Vianen Flowerexport B.V.,2020,Crowe Peak,46220,
27353276,C.J. Vianen Flowerexport B.V.,2021,Crowe Peak,46220,
27353276,C.J. Vianen Flowerexport B.V.,2022,Crowe Peak,46220,
27353276,C.J. Vianen Flowerexport B.V.,2023,Crowe Peak,46220,
20085386,CACI B.V.,2019,Crowe Foederer,62100,
20085386,CACI B.V.,2020,Crowe Foederer,62100,
20085386,CACI B.V.,2021,Crowe Foederer,62100,
20085386,CACI B.V.,2023,Crowe Foederer,62100,
20085386,CACI B.V.,2024,Crowe Foederer,62100,
41080012,Cadans Primair,2023,Crowe Foederer,85201,
41080012,Cadans Primair,2025,Crowe Foederer,85201,
67952356,Caelum B.V.,2019,Crowe Foederer,64210,
67952356,Caelum B.V.,2020,Crowe Foederer,64210,
67952356,Caelum B.V.,2021,Crowe Foederer,64210,
67952356,Caelum B.V.,2022,Crowe Foederer,64210,
33174560,Canal Bike,2020,Crowe Foederer,50300,
33174560,Canal Bike,2022,Crowe Foederer,50300,
33174560,Canal Bike,2023,Crowe Foederer,50300,
18069884,Canon Business Center Nederland,2019,Crowe Peak,46499,
18069884,Canon Business Center Nederland,2022,Crowe Peak,46499,
18069884,Canon Business Center Nederland,2023,Crowe Peak,46499,
18069884,Canon Business Center Nederland,2024,Crowe Peak,46499,
64642275,Capital8,2019,Crowe Peak,70202,
64642275,Capital8,2022,Crowe Peak,70202,
64642275,Capital8,2023,Crowe Peak,70202,
64642275,Capital8,2024,Crowe Peak,70202,
28084849,Cardea,2019,Crowe,87991,
28084849,Cardea,2020,Crowe Foederer,87991,
28084849,Cardea,2021,Crowe Foederer,87991,
28084849,Cardea,2022,Crowe Foederer,87991,
23091237,Care Cosmetics B.V.,2020,Crowe Peak,46450,
23091237,Care Cosmetics B.V.,2022,Crowe Peak,46450,
23091237,Care Cosmetics B.V.,2023,Crowe Peak,46450,
23091237,Care Cosmetics B.V.,2024,Crowe Peak,46450,
24331915,CCIC Europe B.V.,2019,Crowe Peak,71202,
24331915,CCIC Europe B.V.,2020,Crowe Peak,71202,
24331915,CCIC Europe B.V.,2021,Crowe Peak,71202,
24331915,CCIC Europe B.V.,2022,Crowe Peak,71202,
24331915,CCIC Europe B.V.,2024,Crowe Peak,71202,
16065252,CCL Label Oss B.V.,2019,Crowe Foederer,64210,
16065252,CCL Label Oss B.V.,2020,Crowe Foederer,64210,
16065252,CCL Label Oss B.V.,2022,Crowe Foederer,64210,
16065252,CCL Label Oss B.V.,2023,Crowe Foederer,64210,
16065252,CCL Label Oss B.V.,2024,Crowe Foederer,64210,
34370890,Centram,2024,Crowe Foederer,88992,
08106435,Champion Technologies Russia & Caspian B.V.,2020,Crowe Peak,35230,
92542549,Chang Hui B.V.,2024,Crowe Peak,64210,
68774656,Chinski Amsterdam en omstreken B.V.,2022,Crowe Foederer,86930,
68774656,Chinski Amsterdam en omstreken B.V.,2023,Crowe Foederer,86930,
68774656,Chinski Amsterdam en omstreken B.V.,2024,Crowe Foederer,86930,
68774656,Chinski Amsterdam en omstreken B.V.,2025,Crowe Foederer,86930,
68773668,Chinski Foundation,2023,Crowe Foederer,64210,
68775741,Chinski Gooi en Vecht B.V.,2023,Crowe Foederer,85690,
68775741,Chinski Gooi en Vecht B.V.,2024,Crowe Foederer,85690,
68775741,Chinski Gooi en Vecht B.V.,2025,Crowe Foederer,85690,
34135974,Choice Hotels Licensing B.V.,2019,Crowe Foederer,64210,
40094198,Christelijk College Groevenbeek,2023,Crowe Foederer,85311,
40094198,Christelijk College Groevenbeek,2024,Crowe Foederer,85311,
40094296,Christelijk College Nassau-Veluwe,2023,Crowe Foederer,85311,
40094296,Christelijk College Nassau-Veluwe,2024,Crowe Foederer,85311,
41031514,Christelijke Scholen Groep Oost,2023,Crowe Foederer,85311,
41031514,Christelijke Scholen Groep Oost,2024,Crowe Foederer,85311,
41031514,Christelijke Scholen Groep Oost,2025,Crowe Foederer,85311,
18043306,Circana B.V.,2022,Crowe Foederer,73200,
81114931,CJ Wildbird Foods Europe B.V.,2023,Crowe Foederer,46218,
81114931,CJ Wildbird Foods Europe B.V.,2024,Crowe Foederer,46218,
28029398,Clinical Diagnostics LCPL B.V.,2021,Crowe Foederer,86910,
28029398,Clinical Diagnostics LCPL B.V.,2022,Crowe Foederer,86910,
28029398,Clinical Diagnostics LCPL B.V.,2023,Crowe Foederer,86910,
80424953,Clinical Diagnostics MML,2022,Crowe Foederer,86910,
80424953,Clinical Diagnostics MML,2023,Crowe Foederer,86910,
80424953,Clinical Diagnostics MML,2024,Crowe Foederer,86910,
86446606,Clinical Diagnostics Nederland,2024,Crowe Foederer,72100,
55505686,Clinical Diagnostics NMDL BV,2021,Crowe Foederer,72100,
55505686,Clinical Diagnostics NMDL BV,2022,Crowe Foederer,72100,
55505686,Clinical Diagnostics NMDL BV,2023,Crowe Foederer,72100,
55505686,Clinical Diagnostics NMDL BV,2024,Crowe Foederer,72100,
57642354,Clinical Diagnostics SCAL,2021,Crowe,86910,
57642354,Clinical Diagnostics SCAL,2022,Crowe Foederer,86910,
57642354,Clinical Diagnostics SCAL,2024,Crowe Foederer,86910,
34058127,Cobraspen Groep B.V.,2024,Crowe Peak Audit,68110,
34058127,Cobraspen Groep B.V.,2025,Crowe Peak,68110,
24307569,COFCO International Netherlands B.V.,2024,Crowe Peak,46211,
17213716,ColorMatrix Europe B.V.,2019,Crowe Foederer,46851,
17213716,ColorMatrix Europe B.V.,2020,Crowe Foederer,46851,
17213716,ColorMatrix Europe B.V.,2021,Crowe Foederer,46851,
17213716,ColorMatrix Europe B.V.,2022,Crowe Foederer,46851,
17213716,ColorMatrix Europe B.V.,2024,Crowe Foederer,46851,
32114531,Com.Tel International B.V.,2023,Crowe Peak,62900,
32114531,Com.Tel International B.V.,2025,Crowe Peak,62900,
30089418,Combined Computer Services C.C.S. B.V.,2022,Crowe Peak,62100,
